user_id,item_list
0,1447 7908 15830 24573 20869 13884 544 22445 20133 3301 5396 13005 17957 9772 6353 14168 17394 413 6548 2890
1,19089 12119 20095 6198 23600 12561 12409 21578 8894 10179 19709 25619 5044 5115 19480 20310 18317 8097 24075 8707
2,22230 14353 14792 5593 6242 8877 17959 1565 2824 18003 8101 16333 17339 22865 17336 21613 23358 4401 11548 1353
3,24075 519 22487 13592 3942 12157 12473 16086 18374 4750 11679 6253 7402 17510 11091 9462 20905 17174 16084 825
4,24472 5191 1611 13864 9243 7704 10997 12587 9295 17097 21632 18867 19843 1716 4927 23113 14271 24693 433 25478
5,8097 16172 7494 17819 20095 22517 19874 9301 19089 15150 25407 25285 4878 23328 2459 19150 19709 10271 4257 20473
6,4824 426 23906 24801 25044 3569 24383 8041 1282 21470 3656 25930 8894 24033 17252 10355 25759 11295 10745 19445
7,11076 17332 4209 4314 18359 8104 2436 13840 2049 20620 4521 11300 7398 18352 21278 10195 23788 10025 5871 20104
8,25407 14059 6734 9316 23154 1014 13711 18148 10594 13345 24069 24317 15691 11991 1583 4044 6878 13091 2426 3502
9,10132 3699 14038 1376 5416 15782 22619 5741 9609 8890 13944 5045 4795 17092 18599 3742 19792 16691 14456 23002
10,13280 12906 3556 24567 11384 14968 13016 4413 8272 1302 11361 21303 11404 4462 23919 5478 24896 3168
11,7856 16175 6096 4661 11502 3220 2940 298 15542 12133 8296 9010 21630 21948 22956 13119 2957 9416
12,2016 9054 11764 5226 12494 20159 19078 7322 24546 6235 20211 12676 4620 13774 22400 2591 10380 10021 23711 4793
13,20969 14993 11924 18028 16535 13631 4213 3067 9992 25743 25407 21966 20851 10278 6446 23339 23154 12123 12601 5257
14,20918 20644 18500 555 18499 25649 16999 3641 244 23426 22617 21541 16793 8999 23309 5436 2995 22871
15,24546 22756 12903 22817 13433 23488 11737 1306 11702 3582 17323 18482 8805 113 20038 12065 17130 12014 5709 10347
16,4502 18481 7913 15015 4209 21310 17305 6261 18693 22480 14158 204 4517 21530 20223 6719 131 12920 5671 25585
17,25675 9301 9438 15150 19089 12119 12061 23150 20146 8795 5942 2812 17723 3413 22554 22626 13118 5571 10786 2282
18,5032 23697 12048 13609 18649 23328 18793 20333 20300 19190 9769 76 12158 12316 7267 24064 22548 7448 13424 12374
19,2426 6327 9555 9203 15691 10895 7095 9811 23154 4660 10834 24316 13711 992 1583 8650 6734 1734 10981
20,15234 6893 25 9941 5925 16544 13303 14523 18419 18021 9018 9371 11946 6868 17704 9633 16529 20223 20176 10733
21,16803 18788 21139 3875 23778 24366 18901 12344 13138 19198 6298 9869 7196 600 18510 3943
22,23206 17899 2404 13494 11597 6616 14583 15330 20163 1668 20911 256 19350 17368 10005 8369 3689 8753 10235
23,16577 21806 17836 10247 16496 15298 15457 3547 14835 25018 988 1005 6200 15035 11293 25675 23562 8633 6454 18886
24,19480 13797 14291 12812 20405 16101 17819 4882 11287 351 14895 4052 5957 7110 13555 6521 9591 8957 3570 25739
25,18574 12385 7115 24452 983 7405 1573 6749 19600 16844 8709 1050 10640 21387 9446 10848 3630 11909 20656 1884
26,23056 13696 10155 22974 13305 18395 13707 2538 10715 3751 16176 25697 867 9085 13730 14243 9278 9556 8524 17019
27,6208 22270 15903 1993 57 17069 5044 15159 7450 21826 25407 10054 8158 15535 14609 317 17820 23753 14684 209
28,13424 19424 6551 7920 17043 15620 18998 8673 23056 8416 18031 13307 23020 4179 25481 2233 12840 8253 8544 14291
29,14684 16774 19874 16538 25957 19730 17668 17069 21428 9213 24355 2978 4502 2845 21159 4167 18512 9664 10418 3031
30,8544 9368 21552 17718 24621 17762 3835 11676 2996 15875 1427 16028 4966 17144 19893 21945 14715 4101 13074 19717
31,2001 15489 13226 19307 13593 988 23651 6200 23468 24878 13081 1002 14056 12256 19340 13332 23623 18182 13314 23481
32,18574 290 1573 20341 5671 9288 9789 16209 20087 23962 5966 10180 21966 22444 22171 14959 14711 5921 25650 14615
